nome;cognome;nascita;osm_id;
Vittoria;Ruggiero;C926;391769748;
Vittorio;Russo;C927;391769749;
Vittoria;Sacco;C928;391769755;
Vittore;Sartori;C929;391769764;
Vittoria;Santoro;C930;391769791;
Zaccheo;Sorrentino;C931;391770375;
Vittoria;Silvestri;C933;391770380;
Zaccaria;Testa;C934;396586477;
Vittoria;Valentini;C937;398226235;
Mario;Villa;C935;401124460;
Sofia;Amato;C938;402262600;
Francesco;Barbieri;C941;402263046;
Giulia;Basile;C940;402263048;
Leonardo;Bernardi;C939;403267293;
Chiara;Caputo;C943;403267482;
Luca;Carbone;C946;403267493;
Martina;Conti;C948;403267504;
Lorenzo;Coppola;C950;403267514;
Aurora;Damico;C951;403267525;
Andrea;De Angelis;C952;403267534;
Alice;De Rosa;C954;403267544;
Matteo;De Luca;C955;403267552;
Emma;D'Angelo;C956;403267561;
Gabriele;D'Amico;C957;403267570;
Greta;D'Amore;C958;403267579;
Alessandro;De Santis;C959;403267589;
Giorgia;Donati;C960;403267596;
Giuseppe;Farina;C962;403267608;
Valentina;Ferraro;C963;403267616;
Edoardo;Ferro;C964;403267629;
Elena;Fontana;M356;403267653;
Giovanni;Gallo;C968;403267668;
Beatrice;Gatti;C969;403267684;
Davide;Giordano;C971;403267699;
Giuliana;Grassi;C972;403267706;
Federico;Greco;C973;403267709;
Sara;Guerra;C974;403267710;
Alessio;Lombardo;C975;403267711;
Eleonora;Longo;C976;403267712;
Antonio;Marino;C977;403267713;
Vittoria;Martini;C978;403267714;
Tommaso;Martinelli;C979;403267715;
Francesca;Mariani;C980;403267716;
Simone;Mazzola;C982;403267717;
Carolina;Mazzoli;C983;403267718;
Marco;Messina;C984;403267720;
Chiaretta;Montagna;C986;403267721;
Filippo;Montanari;C987;403267722;
Teresa;Napolitano;C988;403267723;
Michele;Pagano;C990;403267724;
Angelica;Pellegrini;C991;403267725;
Mattia;Piazza;C992;404553072;
Caterina;Pinto;C993;410756495;
Stefano;Pugliese;C996;410756501;
Ludovica;Riva;C995;410756502;
Christian;Rizzi;C998;410756503;
Irene;Rizzo;C999;410756504;
Niccolò;Romano;D003;410756522;
Rebecca;Rossetti;D004;410756523;
Raffaele;Ruggiero;D006;410756524;
Elisa;Russo;M403;410756525;
Daniele;Sacco;D007;410756533;
Veronica;Sartori;D008;410756534;
Fabio;Serra;D009;410756535;
Gloria;Silvestri;D011;410756536;
Paolo;Sorrentino;D010;410756542;
Benedetta;Testa;D013;410756545;
Enrico;Valentini;D014;410756546;
Adelaide;Villa;D015;410756547;
Manuel;Vitale;D016;410756548;
Rosanna;Amato;M338;410756549;
Vincenzo;Barbieri;D018;410756550;
Marika;Basile;D019;410756551;
Valerio;Bernardi;B799;410756552;
Marta;Caputo;D020;410756553;
Cristiano;Carbone;D021;410756554;
Isabella;Conti;D022;410756555;
Michele;Coppola;D026;410756556;
Angelina;Damico;D027;410756557;
Massimo;De Angelis;D028;410756558;
Benedetta;De Rosa;D029;410756559;
Renato;De Luca;D030;410756560;
Bianca;D'Angelo;D037;410756561;
Salvatore;D'Amico;D038;410756562;
Carlotta;D'Amore;D040;410756563;
Giulio;De Santis;D041;410756564;
Letizia;Donati;D042;410756565;
Pietro;Farina;D043;410756566;
Roberta;Ferraro;D044;410756567;
Giorgio;Ferro;D045;410756568;
Alessia;Fontana;D046;410756573;
Danilo;Gallo;D048;410756582;
Elena;Gatti;D049;410756591;
Umberto;Giordano;D050;410756606;
Aurora;Grassi;D051;410756609;
Fernando;Greco;D052;410756610;
Giuliana;Guerra;D054;410756611;
Dario;Lombardo;D056;410756612;
Ginevra;Longo;D057;410756613;
Rocco;Marino;D058;410756614;
Carlotta;Martini;D068;410756615;
Gino;Martinelli;D061;410756616;
Eleonora;Mariani;D062;410756617;
Renzo;Mazzola;D064;410756618;
Serena;Mazzoli;D065;410756619;
Dante;Messina;D066;410756620;
Gabriella;Montagna;M372;410756621;
Giosuè;Montanari;D072;410756622;
Giovanna;Napolitano;A266;410756623;
Marcello;Pagano;D075;410756624;
Giada;Pellegrini;D076;410756625;
Achille;Piazza;D077;410756626;
Lucrezia;Pinto;D078;414700485;
Agostino;Pugliese;D079;414700528;
Tiziana;Riva;D081;414847072;
Alfonso;Rizzi;D082;414847073;
Rachele;Rizzo;D085;414847074;
Armando;Romano;D086;414847075;
Teresa;Rossetti;D087;414847080;
Augusto;Ruggiero;D088;414847085;
Antonella;Russo;D089;414847090;
Brando;Sacco;D093;414847095;
Paola;Sartori;D092;414847100;
Calogero;Serra;D094;414847106;
Livia;Silvestri;D095;414847111;
Carmelo;Sorrentino;D096;414847116;
Noemi;Testa;D099;414847122;
Ciro;Valentini;D100;414847128;
Ambra;Villa;D101;414847133;
Costantino;Vitale;D109;414847138;
Arianna;Amato;D110;414847143;
Damiano;Barbieri;D105;414847148;
Celeste;Basile;D112;414847153;
Daniele;Bernardi;D111;414847166;
Donatella;Caputo;D103;414847181;
Domenico;Carbone;D102;414849183;
Elettra;Conti;D117;414849189;
Emidio;Coppola;D107;414849192;
Emanuela;Damico;D108;414849195;
Emilio;De Angelis;D113;414849199;
Fiorella;De Rosa;D114;414849202;
Ercole;De Luca;D118;414849203;
Flavia;D'Angelo;D119;414849204;
Ernesto;D'Amico;D120;414849205;
Francesca;D'Amore;D121;414849206;
Ezio;De Santis;D123;414849207;
Gaia;Donati;D124;414849208;
Fabiano;Farina;D012;414849209;
Gilda;Ferraro;D126;414849210;
Fabrizio;Ferro;D127;414849211;
Grazia;Fontana;D128;414849212;
Federico;Gallo;D131;414849213;
Ilaria;Gatti;D132;414849214;
Ferruccio;Giordano;D133;414849215;
Imma;Grassi;D134;414849216;
Filippo;Greco;D136;414849217;
Jolanda;Guerra;D137;414849218;
Fortunato;Lombardo;D139;414849219;
Letizia;Bianchi;D141;414851550;
Fulvio;Romano;D142;414851551;
Loredana;Colombo;D143;414851552;
Gavino;Ricci;D144;414851564;
Maddalena;Marino;D145;414851575;
Gennaro;Greco;D147;414851580;
Marcella;Bruno;D149;414851585;
Gerardo;Gallo;D150;414851586;
Maria;Conti;D151;414851587;
Giacomo;De Luca;D154;414851588;
Marilena;Costa;D156;414851589;
Giancarlo;Mancini;D159;414851590;
Marina;Rizzo;M328;414851591;
Gianluca;Lombardi;D161;414851592;
Maura;Moretti;D162;414851593;
Gianmarco;Barbieri;D165;414851594;
Milena;Fontana;D166;414851595;
Gianpaolo;Santoro;D168;414851596;
Miranda;Mariani;D170;414851597;
Giordano;Rinaldi;D171;414851598;
Monica;Ferrara;D172;414851603;
Giosuè;Martini;D175;414851610;
Nadia;Leone;C670;414851615;
Giuliano;Gatti;D177;414851616;
Natalia;Benedetti;D179;414851617;
Giuseppe;Sartori;D180;414851618;
Nella;Monti;D181;414851619;
Graziano;Villa;D184;414851620;
Nicoletta;Amato;D185;414851621;
Gregorio;Marini;D122;414851622;
Nunzia;De Santis;D186;414851623;
Italo;Palumbo;D187;414851624;
Oriana;Bernardi;D188;414851625;
Ivano;Fiore;D189;414851626;
Patrizia;Ferri;D192;414856486;
Jacopo;Pellegrini;D195;414856489;
Piera;Damico;D196;414856490;
Lazzaro;Basile;D197;414856491;
Pierina;Graziani;D198;414856492;
Leandro;Rossetti;D199;414856493;
Raffaella;Palmieri;D200;414856494;
Liberato;Donati;D201;414856495;
Romina;Battaglia;D202;414856496;
Lorenzo;Martino;D203;414856499;
Rosalba;Rizzi;D204;414856503;
Luciano;Neri;D205;414856504;
Rosalia;Vitale;D207;414856505;
Luigi;De Angelis;D208;414856506;
Rossana;Serra;D209;414856507;
Marco;Coppola;D210;414856508;
Rossella;Testa;D211;414856509;
Mariano;Piazza;B824;414856515;
Rosalinda;Ferraro;D214;414856524;
Marino;Valentini;D216;414856530;
Sabrina;Bianchini;D217;414856531;
Mario;Benedetti;D218;414856532;
Serena;Parisi;D219;414856533;
Marzio;Sacco;D221;414856534;
Silvana;De Rosa;D222;414856536;
Massimiliano;Ferretti;D223;414856538;
Silvia;Morelli;D226;414856539;
Maurizio;Contini;D227;414856540;
Simona;Mazzoli;D228;414856544;
Michele;Rosati;D229;414856549;
Stefania;De Luca;D231;414856550;
Nazzareno;Costa;D230;414856551;
Stefania;Gallo;D232;414856552;
Nazario;Santoro;D233;414856553;
Susanna;Caputo;D234;414856555;
Nicola;D'Angelo;D236;414856556;
Teresa;Benedetto;D237;414856557;
Orazio;Marchetti;D238;414856558;
Tiziana;D'Amico;D239;414856559;
Ottavio;Moretti;D244;414858061;
Valentina;Silvestri;D245;414858062;
Pasquale;Rinaldi;D246;414858063;
Valeria;Montanari;D247;416365032;
Patrizio;Caruso;D251;416365085;
Vanessa;Gatti;D253;416365096;
Pietro;Battaglia;D255;416365138;
Vera;Silvestri;D256;416365195;
Pompeo;Palumbo;D257;416365347;
Vittoria;Fiore;D258;416365414;
Primo;Sartori;D259;416365448;
Vittoria;Damico;D260;416365464;
Prospero;Villa;D261;416365485;
Vittoria;Coppola;D264;416365499;
Raffaele;Farina;D265;416365515;
Vittoria;Lombardo;D266;416365527;
Raimondo;De Santis;D267;418840062;
Vittoria;Bernardi;D268;418840063;
Raniero;Fiore;D269;418840064;
Vittoria;Mancini;D270;424248640;
Remigio;Rizzo;D271;424248646;
Vittoria;Mariani;D272;424248686;
Renato;Carbone;D273;424248693;
Vittoria;Ruggiero;D277;424248699;
Riccardo;Sorrentino;D278;424248705;
Vittoria;Ferro;D279;424248712;
Roberto;Fabbri;D280;424248718;
Vittoria;Rossi;D281;424248725;
Rocco;Russo;D284;424248731;
Vittoria;Ferrari;D286;424248737;
Rodolfo;Esposito;D287;424248748;
Vittoria;Bianchi;D289;424248754;
Rocco;Romano;D293;424248760;
Vittoria;Colombo;D296;424248765;
Rolando;Ricci;D291;424248771;
Vittoria;Marino;D297;424248778;
Romano;Greco;D298;424248784;
Vittoria;Bruno;D299;424248790;
Romeo;Gallo;D300;424248797;
Vittoria;Conti;M366;424252422;
Romualdo;De Luca;D303;424252429;
Vittoria;Costa;D304;424252436;
Rosario;Mancini;D305;424252447;
Vittoria;Rizzo;D309;424252455;
Ruggero;Lombardi;D310;424535191;
Vittoria;Moretti;D311;424535192;
Salvatore;Barbieri;D312;424535193;
Vittoria;Fontana;D314;424535194;
Samuele;Santoro;D315;424535197;
Vittoria;Mariani;D316;424535198;
Sandro;Rinaldi;D317;424535199;
Vittoria;Caruso;D318;424535200;
Santino;Ferrara;D319;424535201;
Vittoria;Galli;D321;424535202;
Santo;Martini;D323;424535203;
Vittoria;Leone;D325;424535204;
Sebastiano;Gatti;D327;424535205;
Vittoria;Bianco;D328;424535206;
Secondo;Fabbri;D329;424535207;
Vittoria;Sartori;D330;424535208;
Sergio;Monti;D331;424535209;
Vittoria;Villa;D332;424535210;
Silvano;Amato;D333;424536514;
Vittoria;Marini;D334;424536515;
Silverio;De Santis;D339;424536516;
Vittoria;Palumbo;D341;424536517;
Siro;Bernardi;D338;424536518;
Vittoria;Fiore;D344;424536519;
Stefano;Farina;D345;424536520;
Vittoria;Ferri;D346;424536521;
Taddeo;Pellegrini;D347;424536522;
Vittoria;Damico;D348;424536534;
Terenzio;Basile;D350;424536546;
Vittoria;Rossetti;D351;424536554;
Tiberio;Graziani;D352;424536556;
Vittoria;Palmieri;D355;424536558;
Tiburzio;Donati;D356;424538603;
Vittoria;Battaglia;D357;424538605;
Timoteo;Martino;D358;424538606;
Vittoria;Rizzi;D360;424538607;
Tito;Neri;D361;424538608;
Vittoria;Vitale;D364;424538609;
Tommaso;De Angelis;D365;424538610;
Vittoria;Serra;D366;424538611;
Tonino;Coppola;D367;424538612;
Vittoria;Testa;D371;424538613;
Ubaldo;Piazza;D372;424538614;
Vittoria;Ferraro;D373;424538615;
Uberto;Valentini;D374;424538616;
Vittoria;Bianchini;D376;424538617;
Ugo;Benedetti;D377;424538618;
Vittoria;Parisi;M300;424538619;
Ulisse;Sacco;D379;424538628;
Vittoria;De Rosa;D380;424538635;
Urbano;Ferretti;D383;424538636;
Vittoria;Morelli;D384;424538637;
Valentino;Russo;D385;424538638;
Vittoria;Contini;D386;424538639;
Valerio;Mazzoli;C772;424538643;
Vittoria;Colombo;D388;424538651;
Vanni;Mancini;D390;424538658;
Vittoria;Rosati;D391;424538660;
Vincenzo;De Luca;D392;424539866;
Vittoria;Costa;D394;424539867;
Vitale;Gallo;D395;424539868;
Vittoria;Santoro;D398;424539869;
Vittorio;Caputo;D399;424539870;
Vittoria;D'Angelo;D401;424539871;
Vittore;Benedetto;D402;424539872;
Vittoria;Marchetti;D403;424539873;
Zaccheo;D'Amico;D406;424539875;
Vittoria;Moretti;D407;424539876;
Zaccaria;Silvestri;D408;424539877;
Vittoria;Rinaldi;C342;424539878;
Zeno;Montanari;D410;424539879;
Vittoria;Caruso;D411;424539880;
Alessio;Gatti;D412;424539881;
Vittoria;Battaglia;D414;424539882;
Christian;Silvestri;D415;424539883;
Vittoria;Palumbo;D416;424539884;
Fabio;Fiore;D419;424539885;
Vittoria;Sartori;D420;424540998;
Federico;Damico;D421;424540999;
Vittoria;Villa;D422;424541000;
Filippo;Coppola;H243;424541001;
Vittoria;Farina;D423;424541002;
Giacomo;Lombardo;D424;424541003;
Vittoria;Mariani;D426;424541004;
Giammaria;Ferri;M292;424541005;
Vittoria;Monti;D428;424541006;
Guglielmo;Neri;D429;424541007;
Vittoria;Pellegrini;D430;424541008;
Mauro;Basile;D431;424541009;
Vittoria;Rossetti;D434;424541010;
Simone;Graziani;D436;424541011;
Vittoria;Palmieri;D440;424541015;
Tiziano;Donati;D441;424541022;
Vittoria;Martino;D442;424541032;
Adriano;Rizzi;D443;424542988;
Vittoria;Vitale;D444;424542989;
Alessandro;De Angelis;D445;424542990;
Vittoria;Serra;D433;424542998;
Antonio;Testa;D447;424543008;
Vittoria;Piazza;M319;424543019;
Augusto;Ferraro;D450;424543030;
Vittoria;Valentini;D451;424543041;
Bruno;Bianchini;D452;424543044;
Vittoria;Benedetti;D453;424543045;
Carlo;Parisi;D454;424543046;
Vittoria;Sacco;D455;424543047;
Dario;De Rosa;D456;424543048;
Vittoria;Ferretti;D458;424543053;
Edoardo;Morelli;D459;424543056;
Vittoria;Lombardi;D461;424543057;
Enrico;Russo;D462;424543064;
Vittoria;Contini;D463;424543068;
Ezio;Mazzoli;D465;424543069;
Vittoria;Rosati;D464;424543070;
Fabio;De Luca;D467;424543071;
Vittoria;Costa;D468;424543072;
Federico;Gallo;D469;424543073;
Vittoria;Santoro;D470;424543074;
Filippo;Caputo;D471;424543075;
Vittoria;D'Angelo;D473;424543076;
Francesco;Benedetto;D472;424543077;
Vittoria;Marchetti;D474;424543078;
Franco;D'Amico;D475;424543089;
Vittoria;Moretti;D476;424543099;
Gabriele;Silvestri;D477;424543110;
Vittoria;Rinaldi;D480;424543121;
Gennaro;Montanari;D482;424544782;
Vittoria;Caruso;D483;424544791;
Giacomo;Gatti;D484;424544795;
Vittoria;Battaglia;D486;424544796;
Giampaolo;Silvestri;D487;424544797;
Vittoria;Palumbo;D488;424544798;
Giancarlo;Fiore;D489;424544800;
Vittoria;Sartori;D494;424544801;
Gianfranco;Damico;D490;424544802;
Vittoria;Villa;D493;424544803;
Gianluca;Coppola;D492;424544805;
Vittoria;Farina;D491;424544807;
Gianmarco;Lombardo;D495;424544808;
Vittoria;De Santis;D496;424544810;
Gianmaria;Bernardi;D497;424545508;
Vittoria;Fiore;D499;424545513;
Gianpaolo;Mancini;D501;424545519;
Vittoria;Rizzo;D502;424545520;
Gianpiero;Mariani;D503;424545521;
Vittoria;Carbone;D504;424545523;
Giorgio;Ruggiero;D505;424545528;
Vittoria;Sorrentino;D508;424545529;
Giovanni;Ferro;D509;424545530;
Vittoria;Fabbri;D510;424545531;
Giuseppe;Napolitano;D511;424545780;
Vittoria;Bianco;D512;424545781;
Gregorio;Russo;D514;424545782;
Vittoria;Moretti;D518;424545783;
Guido;Martinelli;D520;424545784;
Vittoria;Riva;D523;424545785;
Iacopo;Guerra;D524;424545786;
Vittoria;De Angelis;D526;424545792;
Italo;Palumbo;D527;424545793;
Vittoria;Pagano;D528;424545794;
Ivan;Martino;D530;424545795;
Vittoria;Pellegrino;D531;424545796;
Leonardo;Giordano;D532;424545797;
Vittoria;Testa;D538;424545798;
Liberato;Martini;D539;424545800;
Vittoria;Bernardini;D540;431560703;
Lorenzo;Messina;D541;431560705;
Vittoria;Pugliese;D542;431560706;
Luca;Esposito;D543;431560709;
Vittoria;D'Amore;D544;431560720;
Luciano;Pinto;D545;431560724;
Vittoria;Benedetti;D547;431565792;
Marcello;Ferrara;D548;431565794;
Vittoria;Rizzo;D549;431565796;
Marco;Longo;D550;3058587;
Vittoria;Barbieri;D551;434851485;
Mario;Amato;D552;434851486;
Vittoria;Leone;D554;434851487;
Massimiliano;Orlando;D555;434851488;
Vittoria;Barone;D557;434851489;
Massimo;Montagna;D560;434947102;
Vittoria;Caputo;D562;434947103;
Mauro;Rizzo;D561;443053373;
Vittoria;Rossati;D564;443053377;
Michele;Bianco;D565;443053380;
Vittoria;Bruno;D567;443053382;
Niccolò;Caruso;D568;443053383;
Vittoria;Colombo;D569;443053384;
Nicola;Coppola;D570;443053385;
Vittoria;Costa;B034;443053386;
Orazio;De Luca;D571;443053387;
Vittoria;De Santis;D573;443053390;
Ottavio;Donati;D574;443053391;
Vittoria;Esposito;D575;443053393;
Paolo;Farina;D576;443053396;
Vittoria;Fabbri;D578;443053397;
Pasquale;Ferri;D577;443053398;
Vittoria;Ferrara;D579;443053399;
Piero;Ferrari;M321;443054158;
Vittoria;Fiore;D582;443054159;
Pietro;Fontana;D586;443054160;
Vittoria;Gallo;D587;443054161;
Raffaele;Gatti;D588;443054162;
Vittoria;Graziani;D589;443054163;
Raimondo;Greco;D590;443054164;
Vittoria;Leone;D591;443054165;
Renato;Lombardi;D592;443055013;
Vittoria;Mancini;D593;443055015;
Riccardo;Mariani;D594;443055017;
Vittoria;Martini;D595;443055050;
Roberto;Marini;D596;443055051;
Vittoria;Marino;D597;443055052;
Rocco;Martino;D599;443055053;
Vittoria;Morelli;D600;443055073;
Rodolfo;Moretti;D604;443055078;
Vittoria;Neri;D605;443055080;
Rocco;Palmieri;D606;443055081;
Vittoria;Palumbo;D608;443056099;
Rolando;Parisi;D607;443056100;
Vittoria;Piazza;D611;443056102;
Romano;Pellegrini;D612;443056105;
Vittoria;Rinaldi;D613;443056106;
Romeo;Riva;D614;443056107;
Vittoria;Rizzi;M323;443056109;
Romualdo;Romano;D615;443056110;
Vittoria;Rossetti;A310;443056111;
Rosario;Ruggiero;D617;443056112;
Vittoria;Russo;D619;443056115;
Ruggero;Sacco;D621;443056116;
Vittoria;Sartori;D622;443056117;
Salvatore;Santoro;D624;443056118;
Vittoria;Sorrentino;D623;443056996;
Samuele;Silvestri;M400;443056998;
Vittoria;Testa;M297;443056999;
Sandro;Valentini;D628;443057000;
Vittoria;Villa;D629;443057002;
Santino;Amato;D630;443057004;
Vittoria;Barbieri;D634;443057005;
Santo;Basile;D635;443057006;
Vittoria;Bernardi;D636;443057007;
Sebastiano;Caputo;D637;443057008;
Vittoria;Carbone;D638;443057009;
Secondo;Conti;D639;443057010;
Vittoria;Coppola;D640;443057011;
Sergio;Damico;D641;443057012;
Vittoria;De Angelis;D643;443057023;
Silvano;De Rosa;D644;443057024;
Vittoria;De Luca;D645;443057025;
Silverio;D'Angelo;D646;443057031;
Vittoria;D'Amico;D649;443057038;
Siro;D'Amore;D650;443057701;
Vittoria;De Santis;D651;443057702;
Stefano;Donati;D652;443057703;
Vittoria;Farina;D653;443057704;
Taddeo;Ferraro;D654;443057705;
Vittoria;Ferro;D655;443057706;
Terenzio;Fontana;D656;443057707;
Vittoria;Gallo;D660;443057751;
Tiberio;Gatti;D661;443057761;
Vittoria;Giordano;D662;443057762;
Tiburzio;Grassi;D665;443057763;
Vittoria;Greco;D666;443057771;
Timoteo;Guerra;D667;443057781;
Vittoria;Lombardo;D670;443057795;
Tito;Longo;D671;443057801;
Vittoria;Marino;D668;443057806;
Tommaso;Martini;D672;443057807;
Vittoria;Martinelli;D673;443057808;
Tonino;Mariani;D674;443057809;
Vittoria;Mazzola;D675;443057829;
Ubaldo;Mazzoli;D676;443058902;
Vittoria;Messina;D677;443058903;
Uberto;Montagna;D678;443058904;
Vittoria;Montanari;D679;443058905;
Ugo;Napolitano;D680;443058906;
Vittoria;Pagano;M309;443058907;
Ulisse;Pellegrini;D681;443058908;
Vittoria;Piazza;D682;443058909;
Urbano;Pinto;D683;443058910;
Vittoria;Pugliese;D684;443058923;
Valentino;Riva;D685;443058924;
Vittoria;Rizzi;D686;443058925;
Valerio;Rizzo;D688;443058926;
Vittoria;Romano;D689;443059259;
Vanni;Rossetti;D691;443059260;
Vittoria;Ruggiero;D693;443059261;
Vincenzo;Russo;D694;443059262;
Vittoria;Sacco;D695;443059263;
Vitale;Sartori;D696;443059264;
Vittoria;Serra;D697;443059266;
Vittorio;Silvestri;D700;443060156;
Vittoria;Sorrentino;D701;443060157;
Vittore;Testa;D702;443060158;
Vittoria;Valentini;D704;443060159;
Zaccheo;Villa;D703;443060160;
Vittoria;Vitale;D705;443060162;
Zaccaria;Amato;D706;443060696;
Vittoria;Barbieri;D707;443060697;
Mario;Basile;D708;443060698;
Sofia;Bernardi;D709;443060699;
Francesco;Caputo;D710;444107420;
Giulia;Carbone;D711;444107428;
Leonardo;Conti;D712;444107438;
Chiara;Coppola;D714;444107439;
Luca;Damico;D715;444107446;
Martina;De Angelis;D718;444107447;
Lorenzo;De Rosa;D719;444107448;
Aurora;De Luca;D720;452886935;
Andrea;D'Angelo;D725;452886960;
Alice;D'Amico;D728;452886984;
Matteo;D'Amore;D727;452887043;
Emma;De Santis;D730;452887056;
Gabriele;Donati;D731;452887067;
Greta;Farina;D732;452887078;
Alessandro;Ferraro;D733;452887091;
Giorgia;Ferro;D734;452887106;
Giuseppe;Fontana;D735;452887137;
Valentina;Gallo;D736;452887161;
Edoardo;Gatti;D738;452887175;
Elena;Giordano;D740;452887184;
Giovanni;Grassi;D741;452887194;
Beatrice;Greco;D737;452887204;
Davide;Guerra;D742;452887212;
Giuliana;Lombardo;D745;452887216;
Federico;Longo;D744;452887218;
Sara;Marino;D748;452887219;
Alessio;Martini;D749;452887220;
Eleonora;Martinelli;D750;452887221;
Antonio;Mariani;D751;452887222;
Vittoria;Mazzola;D752;452887223;
Tommaso;Mazzoli;D559;452887229;
Francesca;Messina;D754;452887230;
Simone;Montagna;D755;452887231;
Carolina;Montanari;D756;452887232;
Marco;Napolitano;D757;452887233;
Chiaretta;Pagano;D758;452887234;
Filippo;Pellegrini;D763;452887235;
Teresa;Piazza;D762;452887236;
Michele;Pinto;D759;452889451;
Angelica;Pugliese;D760;452889504;
Mattia;Riva;D765;452889511;
Caterina;Rizzi;D761;452889518;
Stefano;Rizzo;D766;452889529;
Ludovica;Romano;D764;452889540;
Christian;Rossetti;D767;452889575;
Irene;Ruggiero;D768;452889587;
Niccolò;Russo;D769;452889599;
Rebecca;Sacco;D770;452889611;
Raffaele;Sartori;D771;452889624;
Elisa;Serra;D773;452889636;
Daniele;Silvestri;D774;452889661;
Veronica;Sorrentino;D775;452889672;
Fabio;Testa;D776;452889706;
Gloria;Valentini;D777;452889718;
Paolo;Villa;D780;452889730;
Benedetta;Vitale;D781;452889742;
Enrico;Amato;D782;452889753;
Adelaide;Barbieri;D783;452889765;
Manuel;Basile;D785;452889778;
Rosanna;Bernardi;D784;452891387;
Vincenzo;Caputo;D788;452891402;
Marika;Carbone;D787;452891405;
Valerio;Conti;D789;452891406;
Marta;Coppola;D790;452891407;
Cristiano;Damico;D791;452891408;
Isabella;De Angelis;D793;452891409;
Michele;De Rosa;D794;452892801;
Angelina;De Luca;D796;452892806;
Massimo;D'Angelo;D797;452893705;
Benedetta;D'Amico;D798;452893706;
Renato;D'Amore;D799;452893723;
Bianca;De Santis;D802;452893728;
Salvatore;Donati;D803;452895242;
Carlotta;Farina;D804;452895243;
Giulio;Ferraro;D805;452895244;
Letizia;Ferro;D807;452895250;
Pietro;Fontana;D808;452895251;
Roberta;Gallo;D810;452895252;
Giorgio;Gatti;D811;452895253;
Alessia;Giordano;D812;452895254;
Danilo;Grassi;D813;452895255;
Elena;Greco;D814;452895257;
Umberto;Guerra;D815;452895258;
Aurora;Lombardo;D817;452895263;
Fernando;Bianchi;D818;452895264;
Giuliana;Romano;D819;452895269;
Dario;Colombo;D821;452895271;
Ginevra;Ricci;D823;452895272;
Rocco;Marino;D824;452895273;
Carlotta;Greco;D825;452895274;
Gino;Bruno;D826;452895275;
Eleonora;Gallo;D827;452895277;
Renzo;Conti;D828;452895281;
Serena;De Luca;D829;454459248;
Dante;Costa;D830;454459249;
Gabriella;Mancini;D832;454459252;
Giosuè;Rizzo;D537;454459253;
Giovanna;Lombardi;D834;454459254;
Marcello;Moretti;D835;454459255;
Giada;Barbieri;D836;454459256;
Achille;Fontana;D839;454459258;
Lucrezia;Santoro;D841;454459261;
Agostino;Mariani;D842;454459262;
Tiziana;Rinaldi;D843;454459263;
Alfonso;Ferrara;D844;454459264;
Rachele;Martini;D845;454459265;
Armando;Leone;D847;454459267;
Teresa;Gatti;D848;454459268;
Augusto;Benedetti;D850;469390700;
Antonella;Sartori;D849;469390701;
Brando;Monti;D851;469390706;
Paola;Villa;D852;469390707;
Calogero;Amato;D853;469390708;
Livia;Marini;D854;469390709;
Carmelo;De Santis;D855;469390712;
Noemi;Palumbo;D856;469390714;
Ciro;Bernardi;D858;469390715;
Ambra;Fiore;D859;469390716;
Costantino;Ferri;D860;469390717;
Arianna;Pellegrini;D861;469390719;
Damiano;Damico;D862;469390721;
Celeste;Basile;D863;469390742;
Daniele;Graziani;D864;473941536;
Donatella;Rossetti;D865;473941537;
Domenico;Palmieri;D867;473941538;
Elettra;Donati;D868;473941540;
Emidio;Battaglia;D869;473941541;
Emanuela;Martino;D870;473941542;
Emilio;Rizzi;D872;473941544;
Fiorella;Neri;D871;473941545;
Ercole;Vitale;D873;473941547;
Flavia;De Angelis;D874;473941548;
Ernesto;Serra;D875;473941549;
Francesca;Coppola;D876;473941550;
Ezio;Testa;D878;473941551;
Gaia;Piazza;D879;474227861;
Fabiano;Ferraro;D881;474227864;
Gilda;Valentini;D882;474229024;
Fabrizio;Bianchini;D883;474229025;
Grazia;Benedetti;D884;474229026;
Federico;Parisi;D885;474229027;
Ilaria;Sacco;D886;474229028;
Ferruccio;De Rosa;D888;474229029;
Imma;Ferretti;D889;474229036;
Filippo;Morelli;D890;474229039;
Jolanda;Contini;D891;474229040;
Fortunato;Mazzoli;D892;474229041;
Letizia;Rosati;D894;474229042;
Fulvio;De Luca;D895;474230565;
Loredana;Costa;D896;474230566;
Gavino;Gallo;D897;474230567;
Maddalena;Santoro;D898;474230568;
Gennaro;Caputo;D899;474230569;
Marcella;D'Angelo;D901;474230570;
Gerardo;Benedetto;D902;474230571;
Maria;Marchetti;D903;474230572;
Giacomo;D'Amico;D905;474230577;
Marilena;Moretti;D906;474230578;
Giancarlo;Silvestri;D907;474231635;
Marina;Rinaldi;D909;474231636;
Gianluca;Montanari;D910;474231637;
Maura;Caruso;D911;474233113;
Gianmarco;Gatti;D912;474233114;
Milena;Battaglia;D913;474233115;
Gianpaolo;Silvestri;D915;474233116;
Miranda;Palumbo;D917;474233117;
Giordano;Fiore;D918;474233118;
Monica;Sartori;D920;474233119;
Giosuè;Damico;D921;474233120;
Nadia;Villa;D923;474233121;
Giuliano;Coppola;D924;474233122;
Natalia;Farina;D925;474233123;
Giuseppe;Lombardo;D926;474233124;
Nella;De Santis;D927;474233125;
Graziano;Bernardi;D928;474233126;
Nicoletta;Fiore;D930;474233127;
Gregorio;Mancini;D931;474233128;
