,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors,code,fclass,name,type,area
2959,Fabrizio,Bianchini,D883,474229025,,1981-03-20 21:17:17.148239,FBRZ,BNCHN,81,C,40,20,60,BNCHNFBRZ81C60D883,84,2018,7,1500,building,,,180
2960,Grazia,Benedetti,D884,474229026,,1975-10-06 21:17:17.148239,GRZ,BNDTT,75,R,40,6,46,BNDTTGRZ75R46D884,16,1927,6,1500,building,,apartments,206
2961,Federico,Parisi,D885,474229027,,1969-06-03 21:17:17.148239,FDRC,PRS,69,H,40,3,43,PRSFDRC69H43D885,28,1995,2,1500,building,,apartments,86
2962,Ilaria,Sacco,D886,474229028,,2003-03-13 21:17:17.148239,LR,SCC,03,C,0,13,13,SCCLR03C13D886,70,1924,1,1500,building,,apartments,127
2963,Ferruccio,De Rosa,D888,474229029,,1981-05-02 21:17:17.148239,FRRCC,DRS,81,E,0,2,2,DRSFRRCC81E2D888,53,1985,1,1500,building,,apartments,196
2964,Imma,Ferretti,D889,474229036,,1998-09-16 21:17:17.148239,MM,FRRTT,98,P,0,16,16,FRRTTMM98P16D889,13,1943,1,1500,building,,apartments,277
2965,Filippo,Morelli,D890,474229039,,1996-06-03 21:17:17.148239,FLPP,MRLL,96,H,40,3,43,MRLLFLPP96H43D890,83,1942,7,1500,building,,garages,161
2966,Jolanda,Contini,D891,474229040,,2004-01-01 21:17:17.148239,JLND,CNTN,04,A,40,1,41,CNTNJLND04A41D891,36,1923,9,1500,building,,residential,125
2967,Fortunato,Mazzoli,D892,474229041,,1983-03-27 21:17:17.148239,FRTNT,MZZL,83,C,40,27,67,MZZLFRTNT83C67D892,10,1937,4,1500,building,,apartments,282
2968,Letizia,Rosati,D894,474229042,,1974-12-29 21:17:17.148239,LTZ,RST,74,T,40,29,69,RSTLTZ74T69D894,100,2014,3,1500,building,,residential,135
2969,Fulvio,De Luca,D895,474230565,,1986-06-26 21:17:17.148239,FLV,DLC,86,H,0,26,26,DLCFLV86H26D895,29,1955,4,1500,building,,,284
2970,Loredana,Costa,D896,474230566,,1982-07-19 21:17:17.148239,LRDN,CST,82,L,0,19,19,CSTLRDN82L19D896,79,1941,6,1500,building,,,334
2971,Gavino,Gallo,D897,474230567,,1975-03-02 21:17:17.148239,GVN,GLL,75,C,0,2,2,GLLGVN75C2D897,18,1968,2,1500,building,,,143
2972,Maddalena,Santoro,D898,474230568,,1987-04-18 21:17:17.148239,MDDLN,SNTR,87,D,0,18,18,SNTRMDDLN87D18D898,46,1964,8,1500,building,,industrial,1042
2973,Gennaro,Caputo,D899,474230569,,1967-05-25 21:17:17.148239,GNNR,CPT,67,E,40,25,65,CPTGNNR67E65D899,26,1924,2,1500,building,,garages,67
2974,Marcella,D'Angelo,D901,474230570,,1996-09-10 21:17:17.148239,MRCLL,DNGL,96,P,0,10,10,DNGLMRCLL96P10D901,59,1993,6,1500,building,,residential,82
2975,Gerardo,Benedetto,D902,474230571,,1969-04-25 21:17:17.148239,GRRD,BNDTT,69,D,0,25,25,BNDTTGRRD69D25D902,27,1993,5,1500,building,,residential,89
2976,Maria,Marchetti,D903,474230572,,1981-08-19 21:17:17.148239,MR,MRCHTT,81,M,0,19,19,MRCHTTMR81M19D903,98,1923,8,1500,building,,residential,107
2977,Giacomo,D'Amico,D905,474230577,,1996-01-24 21:17:17.148239,GCM,DMC,96,A,0,24,24,DMCGCM96A24D905,2,2000,9,1500,building,,residential,92
2978,Marilena,Moretti,D906,474230578,,1965-05-04 21:17:17.148239,MRLN,MRTT,65,E,40,4,44,MRTTMRLN65E44D906,22,1903,1,1500,building,,residential,108
2979,Giancarlo,Silvestri,D907,474231635,,1985-08-16 21:17:17.148239,GNCRL,SLVSTR,85,M,0,16,16,SLVSTRGNCRL85M16D907,53,1921,3,1500,building,,,332
2980,Marina,Rinaldi,D909,474231636,,1991-02-26 21:17:17.148239,MRN,RNLD,91,B,40,26,66,RNLDMRN91B66D909,85,1968,1,1500,building,,residential,70
2981,Gianluca,Montanari,D910,474231637,,1975-04-25 21:17:17.148239,GNLC,MNTNR,75,D,40,25,65,MNTNRGNLC75D65D910,91,1951,5,1500,building,,residential,125
2982,Maura,Caruso,D911,474233113,,1994-12-23 21:17:17.148239,MR,CRS,94,T,40,23,63,CRSMR94T63D911,100,1949,8,1500,building,,,191
2983,Gianmarco,Gatti,D912,474233114,,1997-03-21 21:17:17.148239,GNMRC,GTT,97,C,0,21,21,GTTGNMRC97C21D912,75,1916,4,1500,building,,,230
2984,Milena,Battaglia,D913,474233115,,1963-12-23 21:17:17.148239,MLN,BTTGL,63,T,0,23,23,BTTGLMLN63T23D913,32,1977,9,1500,building,,residential,143
2985,Gianpaolo,Silvestri,D915,474233116,,1997-12-04 21:17:17.148239,GNPL,SLVSTR,97,T,40,4,44,SLVSTRGNPL97T44D915,29,1976,2,1500,building,,residential,130
2986,Miranda,Palumbo,D917,474233117,,1976-11-10 21:17:17.148239,MRND,PLMB,76,S,0,10,10,PLMBMRND76S10D917,69,1906,8,1500,building,,garages,130
2987,Giordano,Fiore,D918,474233118,,1986-07-07 21:17:17.148239,GRDN,FR,86,L,0,7,7,FRGRDN86L7D918,38,1955,2,1500,building,,,104
2988,Monica,Sartori,D920,474233119,,1971-08-10 21:17:17.148239,MNC,SRTR,71,M,0,10,10,SRTRMNC71M10D920,59,1921,7,1500,building,,residential,273
2989,Giosuè,Damico,D921,474233120,,1975-04-07 21:17:17.148239,GS,DMC,75,D,40,7,47,DMCGS75D47D921,50,2000,5,1500,building,,,199
2990,Nadia,Villa,D923,474233121,,1992-04-05 21:17:17.148239,ND,VLL,92,D,0,5,5,VLLND92D5D923,88,2013,5,1500,building,,,422
2991,Giuliano,Coppola,D924,474233122,,2001-11-29 21:17:17.148239,GLN,CPPL,01,S,40,29,69,CPPLGLN01S69D924,42,1998,8,1500,building,,,72
2992,Natalia,Farina,D925,474233123,,1999-05-04 21:17:17.148239,NTL,FRN,99,E,0,4,4,FRNNTL99E4D925,22,1916,8,1500,building,,commercial,637
2993,Giuseppe,Lombardo,D926,474233124,,1973-01-04 21:17:17.148239,GSPP,LMBRD,73,A,40,4,44,LMBRDGSPP73A44D926,42,2012,1,1500,building,,garages,153
2994,Nella,De Santis,D927,474233125,,1997-06-15 21:17:17.148239,NLL,DSNTS,97,H,0,15,15,DSNTSNLL97H15D927,34,1965,9,1500,building,,,45
2995,Graziano,Bernardi,D928,474233126,,2002-12-25 21:17:17.148239,GRZN,BRNRD,02,T,40,25,65,BRNRDGRZN02T65D928,97,1995,5,1500,building,,garages,55
2996,Nicoletta,Fiore,D930,474233127,,2000-06-10 21:17:17.148239,NCLTT,FR,00,H,0,10,10,FRNCLTT00H10D930,95,2010,1,1500,building,,house,95
2997,Gregorio,Mancini,D931,474233128,,1968-02-13 21:17:17.148239,GRGR,MNCN,68,B,0,13,13,MNCNGRGR68B13D931,46,1955,1,1500,building,,residential,83
2998,Nunzia,Rizzo,D932,474233129,,1985-02-01 21:17:17.148239,NNZ,RZZ,85,B,0,1,1,RZZNNZ85B1D932,38,2017,4,1500,building,,residential,48
2999,Italo,Mariani,D933,474233130,,1982-12-06 21:17:17.148239,TL,MRN,82,T,0,6,6,MRNTL82T6D933,30,1965,9,1500,building,,residential,162
3000,Oriana,Carbone,D934,474233131,,1977-08-24 21:17:17.148239,RN,CRBN,77,M,0,24,24,CRBNRN77M24D934,20,1935,8,1500,building,,apartments,122
3001,Ivano,Ruggiero,D935,474233132,,2001-08-04 21:17:17.148239,VN,RGGR,01,M,0,4,4,RGGRVN01M4D935,29,1948,9,1500,building,,residential,131
3002,Patrizia,Sorrentino,M416,474233133,,1976-10-29 21:17:17.148239,PTRZ,SRRNTN,76,R,0,29,29,SRRNTNPTRZ76R29M416,93,1938,2,1500,building,,residential,109
3003,Jacopo,Ferro,D938,474233134,,1986-02-03 21:17:17.148239,JCP,FRR,86,B,40,3,43,FRRJCP86B43D938,97,2004,5,1500,building,,residential,120
3004,Piera,Fabbri,D940,475439967,,1965-07-27 21:17:17.148239,PR,FBBR,65,L,0,27,27,FBBRPR65L27D940,27,2010,6,1500,building,,,106
3005,Lazzaro,Rossi,D942,475439969,,1992-10-31 21:17:17.148239,LZZR,RSS,92,R,0,31,31,RSSLZZR92R31D942,17,2007,6,1500,building,,,250
3006,Pierina,Russo,D943,475439970,,2004-01-01 21:17:17.148239,PRN,RSS,04,A,0,1,1,RSSPRN04A1D943,60,1943,7,1500,building,,garages,46
3007,Leandro,Ferrari,D944,475439972,,1975-12-05 21:17:17.148239,LNDR,FRRR,75,T,40,5,45,FRRRLNDR75T45D944,86,1954,3,1500,building,,residential,105
3008,Raffaella,Esposito,D945,475439974,,1993-05-29 21:17:17.148239,RFFLL,SPST,93,E,40,29,69,SPSTRFFLL93E69D945,93,1948,9,1500,building,,shed,67
3009,Liberato,Bianchi,D946,475439977,,1967-01-11 21:17:17.148239,LBRT,BNCH,67,A,0,11,11,BNCHLBRT67A11D946,58,1927,8,1500,building,,residential,76
3010,Romina,Romano,D947,475439978,,1972-06-27 21:17:17.148239,RMN,RMN,72,H,40,27,67,RMNRMN72H67D947,29,1924,6,1500,building,,garages,47
3011,Lorenzo,Colombo,D948,475439979,,1981-06-13 21:17:17.148239,LRNZ,CLMB,81,H,0,13,13,CLMBLRNZ81H13D948,92,1962,5,1500,building,,apartments,200
3012,Rosalba,Ricci,D949,475439996,,1980-01-02 21:17:17.148239,RSLB,RCC,80,A,40,2,42,RCCRSLB80A42D949,17,2014,7,1500,building,,garages,107
3013,Luciano,Marino,D951,475439997,,2005-08-18 21:17:17.148239,LCN,MRN,05,M,0,18,18,MRNLCN05M18D951,10,2014,6,1500,building,,garage,35
3014,Rosalia,Greco,D952,475439998,,2002-01-22 21:17:17.148239,RSL,GRC,02,A,0,22,22,GRCRSL02A22D952,5,1961,8,1500,building,,residential,116
3015,Luigi,Bruno,D956,475440006,,1991-09-24 21:17:17.148239,LG,BRN,91,P,40,24,64,BRNLG91P64D956,76,1912,3,1500,building,,garages,200
3016,Rossana,Gallo,D957,475440007,,1969-03-15 21:17:17.148239,RSSN,GLL,69,C,0,15,15,GLLRSSN69C15D957,10,1980,3,1500,building,,residential,140
3017,Marco,Conti,D958,475440008,,1999-09-01 21:17:17.148239,MRC,CNT,99,P,40,1,41,CNTMRC99P41D958,40,1916,6,1500,building,,garages,198
3018,Rossella,De Luca,D959,475440014,,2004-05-25 21:17:17.148239,RSSLL,DLC,04,E,0,25,25,DLCRSSLL04E25D959,40,1942,5,1500,building,,garages,131
3019,Mariano,Costa,D960,475440017,,1992-04-23 21:17:17.148239,MRN,CST,92,D,0,23,23,CSTMRN92D23D960,23,1938,2,1500,building,,garages,72
3020,Rosalinda,Mancini,D961,475440057,,2001-08-12 21:17:17.148239,RSLND,MNCN,01,M,0,12,12,MNCNRSLND01M12D961,1,1969,3,1500,building,,residential,120
3021,Marino,Rizzo,D962,478390678,,1996-10-18 21:17:17.148239,MRN,RZZ,96,R,0,18,18,RZZMRN96R18D962,93,1942,4,1500,building,,residential,172
3022,Sabrina,Lombardi,D963,478390679,,1985-07-28 21:17:17.148239,SBRN,LMBRD,85,L,40,28,68,LMBRDSBRN85L68D963,9,1951,7,1500,building,,residential,87
3023,Mario,Moretti,D964,478390680,,1977-07-18 21:17:17.148239,MR,MRTT,77,L,0,18,18,MRTTMR77L18D964,83,2002,7,1500,building,,residential,126
3024,Serena,Barbieri,D965,478390681,,1994-12-03 21:17:17.148239,SRN,BRBR,94,T,0,3,3,BRBRSRN94T3D965,52,1969,8,1500,building,,residential,183
3025,Marzio,Fontana,D966,478390699,,1990-08-23 21:17:17.148239,MRZ,FNTN,90,M,40,23,63,FNTNMRZ90M63D966,57,1981,8,1500,building,,apartments,139
3026,Silvana,Santoro,D967,478390702,,1988-11-06 21:17:17.148239,SLVN,SNTR,88,S,40,6,46,SNTRSLVN88S46D967,86,2007,9,1500,building,,residential,282
3027,Massimiliano,Mariani,D968,478390703,,1975-09-27 21:17:17.148239,MSSMLN,MRN,75,P,0,27,27,MRNMSSMLN75P27D968,21,1993,6,1500,building,,residential,144
3028,Silvia,Rinaldi,D969,478390704,,1993-04-17 21:17:17.148239,SLV,RNLD,93,D,0,17,17,RNLDSLV93D17D969,96,1920,6,1500,building,,apartments,195
3029,Maurizio,Caruso,D970,478390709,,1994-05-10 21:17:17.148239,MRZ,CRS,94,E,0,10,10,CRSMRZ94E10D970,12,1926,9,1500,building,,apartments,235
3030,Simona,Ferrara,D971,478390714,,1992-08-21 21:17:17.148239,SMN,FRRR,92,M,40,21,61,FRRRSMN92M61D971,21,1907,6,1500,building,,apartments,309
3031,Michele,Galli,D972,478390716,,1981-10-02 21:17:17.148239,MCHL,GLL,81,R,0,2,2,GLLMCHL81R2D972,14,1950,2,1500,building,,apartments,270
3032,Stefania,Martini,D974,478390722,,1980-04-19 21:17:17.148239,STFN,MRTN,80,D,0,19,19,MRTNSTFN80D19D974,72,1949,4,1500,building,,residential,156
3033,Nazzareno,Leone,D975,478390732,,1981-03-19 21:17:17.148239,NZZRN,LN,81,C,40,19,59,LNNZZRN81C59D975,32,1990,6,1500,building,,residential,113
3034,Stefania,Gatti,D977,478390738,,2004-05-19 21:17:17.148239,STFN,GTT,04,E,40,19,59,GTTSTFN04E59D977,94,1950,9,1500,building,,residential,119
3035,Nazario,Bianco,D978,478390739,,1976-09-09 21:17:17.148239,NZR,BNC,76,P,40,9,49,BNCNZR76P49D978,59,1932,6,1500,building,,residential,507
3036,Susanna,Fabbri,D980,478390741,,1965-09-02 21:17:17.148239,SSNN,FBBR,65,P,40,2,42,FBBRSSNN65P42D980,65,1900,8,1500,building,,apartments,337
3037,Nicola,Sartori,D981,478390742,,1966-09-17 21:17:17.148239,NCL,SRTR,66,P,40,17,57,SRTRNCL66P57D981,28,1978,6,1500,building,,roof,568
3038,Teresa,Monti,D982,478390752,,1990-03-14 21:17:17.148239,TRS,MNT,90,C,0,14,14,MNTTRS90C14D982,62,2016,3,1500,building,,,439
3039,Orazio,Villa,D983,478390762,,1971-06-24 21:17:17.148239,RZ,VLL,71,H,0,24,24,VLLRZ71H24D983,58,1922,8,1500,building,,residential,107
3040,Tiziana,Amato,D984,478390763,,1983-11-27 21:17:17.148239,TZN,MT,83,S,40,27,67,MTTZN83S67D984,97,1903,4,1500,building,,residential,88
3041,Ottavio,Marini,D987,478390764,,1990-06-03 21:17:17.148239,TTV,MRN,90,H,0,3,3,MRNTTV90H3D987,91,1989,5,1500,building,,garages,69
3042,Valentina,De Santis,D988,478390765,,1998-12-09 21:17:17.148239,VLNTN,DSNTS,98,T,40,9,49,DSNTSVLNTN98T49D988,35,1987,2,1500,building,,garages,74
3043,Pasquale,Palumbo,D990,478390770,,1992-10-09 21:17:17.148239,PSQL,PLMB,92,R,40,9,49,PLMBPSQL92R49D990,25,1971,3,1500,building,,garages,103
3044,Valeria,Bernardi,D993,478390777,,1991-07-07 21:17:17.148239,VLR,BRNRD,91,L,40,7,47,BRNRDVLR91L47D993,42,2015,6,1500,building,,garages,177
3045,Patrizio,Fiore,D994,485467882,,2002-11-12 21:17:17.148239,PTRZ,FR,02,S,40,12,52,FRPTRZ02S52D994,74,1961,3,1500,building,,,196
3046,Vanessa,Farina,D995,485467884,,1983-03-29 21:17:17.148239,VNSS,FRN,83,C,0,29,29,FRNVNSS83C29D995,25,2012,3,1500,building,,,91
3047,Pietro,Ferri,D996,485467885,,2004-11-18 21:17:17.148239,PTR,FRR,04,S,0,18,18,FRRPTR04S18D996,41,1927,5,1500,building,,commercial,167
3048,Vera,Pellegrini,D997,485467886,,1972-11-29 21:17:17.148239,VR,PLLGRN,72,S,40,29,69,PLLGRNVR72S69D997,16,1978,1,1500,building,,apartments,145
3049,Pompeo,Damico,D998,485467887,,1975-01-10 21:17:17.148239,PMP,DMC,75,A,0,10,10,DMCPMP75A10D998,84,1988,4,1500,building,,apartments,332
3050,Vittoria,Basile,D999,485467888,,1973-08-12 21:17:17.148239,VTTR,BSL,73,M,40,12,52,BSLVTTR73M52D999,78,1928,6,1500,building,,apartments,358
3051,Primo,Rossetti,E001,485467889,,1995-12-04 21:17:17.148239,PRM,RSSTT,95,T,40,4,44,RSSTTPRM95T44E001,57,1916,5,1500,building,,apartments,294
3052,Vittoria,Graziani,E003,485467890,,1974-05-19 21:17:17.148239,VTTR,GRZN,74,E,0,19,19,GRZNVTTR74E19E003,77,1903,6,1500,building,,apartments,135
3053,Prospero,Palmieri,E004,485467891,,1994-10-17 21:17:17.148239,PRSPR,PLMR,94,R,0,17,17,PLMRPRSPR94R17E004,16,1917,2,1500,building,,,125
3054,Vittoria,Donati,E006,485467892,,1986-09-17 21:17:17.148239,VTTR,DNT,86,P,40,17,57,DNTVTTR86P57E006,1,1981,8,1500,building,,,112
3055,Raffaele,Battaglia,E007,485467893,,1995-11-30 21:17:17.148239,RFFL,BTTGL,95,S,40,30,70,BTTGLRFFL95S70E007,56,1965,8,1500,building,,,153
3056,Vittoria,Martino,E008,485467897,,1988-12-28 21:17:17.148239,VTTR,MRTN,88,T,40,28,68,MRTNVTTR88T68E008,28,1913,9,1500,building,,apartments,235
3057,Raimondo,Rizzi,E009,485467903,,1989-05-29 21:17:17.148239,RMND,RZZ,89,E,40,29,69,RZZRMND89E69E009,75,1908,7,1500,building,,apartments,187
3058,Vittoria,Neri,E010,485467904,,1965-12-16 21:17:17.148239,VTTR,NR,65,T,0,16,16,NRVTTR65T16E010,40,1912,6,1500,building,,,680
3059,Raniero,Vitale,E012,485467905,,2003-09-12 21:17:17.148239,RNR,VTL,03,P,40,12,52,VTLRNR03P52E012,67,1974,3,1500,building,,,346
3060,Vittoria,De Angelis,E011,485467908,,1985-09-08 21:17:17.148239,VTTR,DNGLS,85,P,0,8,8,DNGLSVTTR85P8E011,80,1904,1,1500,building,,,38
3061,Remigio,Serra,E013,485467909,,1995-04-11 21:17:17.148239,RMG,SRR,95,D,40,11,51,SRRRMG95D51E013,13,2003,4,1500,building,,apartments,150
3062,Vittoria,Coppola,E014,485467910,,1989-11-05 21:17:17.148239,VTTR,CPPL,89,S,40,5,45,CPPLVTTR89S45E014,34,1968,3,1500,building,,apartments,238
3063,Renato,Testa,E015,485467911,,1982-07-06 21:17:17.148239,RNT,TST,82,L,0,6,6,TSTRNT82L6E015,86,1929,9,1500,building,,apartments,208
3064,Vittoria,Piazza,E016,485467912,,1969-09-09 21:17:17.148239,VTTR,PZZ,69,P,0,9,9,PZZVTTR69P9E016,27,1929,1,1500,building,,apartments,261
3065,Riccardo,Ferraro,E017,485467913,,1984-06-10 21:17:17.148239,RCCRD,FRRR,84,H,40,10,50,FRRRRCCRD84H50E017,15,1915,2,1500,building,,apartments,258
3066,Vittoria,Valentini,E019,485467914,,1987-11-12 21:17:17.148239,VTTR,VLNTN,87,S,0,12,12,VLNTNVTTR87S12E019,14,1932,8,1500,building,,apartments,289
3067,Roberto,Bianchini,E020,485467915,,1986-01-12 21:17:17.148239,RBRT,BNCHN,86,A,0,12,12,BNCHNRBRT86A12E020,20,2003,7,1500,building,,,768
3068,Vittoria,Benedetti,E021,485467916,,1965-12-05 21:17:17.148239,VTTR,BNDTT,65,T,0,5,5,BNDTTVTTR65T5E021,92,1917,4,1500,building,,apartments,386
3069,Rocco,Parisi,E022,485467917,,1999-07-21 21:17:17.148239,RCC,PRS,99,L,40,21,61,PRSRCC99L61E022,42,2005,2,1500,building,,apartments,233
3070,Vittoria,Sacco,E023,485467920,,1980-06-19 21:17:17.148239,VTTR,SCC,80,H,40,19,59,SCCVTTR80H59E023,63,1909,7,1500,building,,residential,187
3071,Rodolfo,De Rosa,E024,485467921,,1985-09-01 21:17:17.148239,RDLF,DRS,85,P,40,1,41,DRSRDLF85P41E024,41,1931,2,1500,building,,retail,59
3072,Vittoria,Ferretti,E025,485467922,,2000-05-04 21:17:17.148239,VTTR,FRRTT,00,E,40,4,44,FRRTTVTTR00E44E025,7,1971,5,1500,building,,apartments,354
3073,Rocco,Morelli,E026,485467923,,1969-10-30 21:17:17.148239,RCC,MRLL,69,R,0,30,30,MRLLRCC69R30E026,23,1979,3,1500,building,,,391
3074,Vittoria,Russo,E027,485467924,,1985-09-30 21:17:17.148239,VTTR,RSS,85,P,40,30,70,RSSVTTR85P70E027,89,1911,1,1500,building,,apartments,267
3075,Rolando,Contini,E028,485467925,,1979-12-02 21:17:17.148239,RLND,CNTN,79,T,40,2,42,CNTNRLND79T42E028,68,1956,9,1500,building,,apartments,340
3076,Vittoria,Mazzoli,E029,485467927,,2004-12-19 21:17:17.148239,VTTR,MZZL,04,T,0,19,19,MZZLVTTR04T19E029,39,1903,6,1500,building,,garages,247
3077,Romano,Colombo,E030,485467928,,2004-05-06 21:17:17.148239,RMN,CLMB,04,E,0,6,6,CLMBRMN04E6E030,91,1947,3,1500,building,,apartments,544
3078,Vittoria,Mancini,E031,485467931,,1986-04-12 21:17:17.148239,VTTR,MNCN,86,D,40,12,52,MNCNVTTR86D52E031,24,1965,5,1500,building,,apartments,357
3079,Romeo,Rosati,E033,485467932,,1975-06-28 21:17:17.148239,RM,RST,75,H,40,28,68,RSTRM75H68E033,63,2016,9,1500,building,,apartments,365
3080,Vittoria,De Luca,E034,485467935,,1971-11-11 21:17:17.148239,VTTR,DLC,71,S,40,11,51,DLCVTTR71S51E034,71,1929,4,1500,building,,,44
3081,Romualdo,Costa,E036,485467937,,1967-10-27 21:17:17.148239,RMLD,CST,67,R,40,27,67,CSTRMLD67R67E036,11,1978,9,1500,building,,,382
3082,Vittoria,Gallo,E037,501735356,,1979-02-11 21:17:17.148239,VTTR,GLL,79,B,0,11,11,GLLVTTR79B11E037,12,2018,9,1500,building,,residential,4965
3083,Rosario,Santoro,E040,501735367,,1975-06-17 21:17:17.148239,RSR,SNTR,75,H,40,17,57,SNTRRSR75H57E040,97,1963,9,1500,building,,residential,391
3084,Vittoria,Caputo,E038,501735368,,1965-01-22 21:17:17.148239,VTTR,CPT,65,A,40,22,62,CPTVTTR65A62E038,76,1959,8,1500,building,,residential,391
3085,Ruggero,D'Angelo,E039,503013948,,1966-10-10 21:17:17.148239,RGGR,DNGL,66,R,40,10,50,DNGLRGGR66R50E039,29,1962,1,1500,building,,apartments,506
3086,Vittoria,Benedetto,E041,503013949,,1997-01-22 21:17:17.148239,VTTR,BNDTT,97,A,0,22,22,BNDTTVTTR97A22E041,21,1901,7,1500,building,,residential,83
3087,Salvatore,Marchetti,E044,503013951,,1992-05-04 21:17:17.148239,SLVTR,MRCHTT,92,E,0,4,4,MRCHTTSLVTR92E4E044,21,2005,9,1500,building,,garages,117
3088,Vittoria,D'Amico,E043,503013953,,2000-09-03 21:17:17.148239,VTTR,DMC,00,P,0,3,3,DMCVTTR00P3E043,86,1953,8,1500,building,,,150
3089,Samuele,Moretti,E045,503013954,,1964-10-29 21:17:17.148239,SML,MRTT,64,R,0,29,29,MRTTSML64R29E045,15,1979,6,1500,building,,,136
3090,Vittoria,Silvestri,E047,503013955,,1994-11-06 21:17:17.148239,VTTR,SLVSTR,94,S,40,6,46,SLVSTRVTTR94S46E047,86,1994,3,1500,building,,apartments,316
3091,Sandro,Rinaldi,E048,503013956,,2000-10-26 21:17:17.148239,SNDR,RNLD,00,R,40,26,66,RNLDSNDR00R66E048,28,1990,3,1500,building,,,188
3092,Vittoria,Montanari,E049,503013957,,1997-08-16 21:17:17.148239,VTTR,MNTNR,97,M,40,16,56,MNTNRVTTR97M56E049,66,1906,4,1500,building,,apartments,485
3093,Santino,Caruso,E050,503013958,,1985-04-25 21:17:17.148239,SNTN,CRS,85,D,40,25,65,CRSSNTN85D65E050,8,1976,3,1500,building,,apartments,231
3094,Vittoria,Gatti,E052,503013960,,1987-01-27 21:17:17.148239,VTTR,GTT,87,A,0,27,27,GTTVTTR87A27E052,22,2001,9,1500,building,,garage,15
3095,Santo,Battaglia,E053,503013963,,1986-05-02 21:17:17.148239,SNT,BTTGL,86,E,0,2,2,BTTGLSNT86E2E053,41,1969,6,1500,building,,,34
3096,Vittoria,Silvestri,E054,503013965,,1973-06-27 21:17:17.148239,VTTR,SLVSTR,73,H,40,27,67,SLVSTRVTTR73H67E054,93,1960,5,1500,building,,apartments,226
3097,Sebastiano,Palumbo,E055,503013966,,1992-04-30 21:17:17.148239,SBSTN,PLMB,92,D,40,30,70,PLMBSBSTN92D70E055,21,2009,7,1500,building,,,187
3098,Vittoria,Fiore,E057,505322912,,2002-06-14 21:17:17.148239,VTTR,FR,02,H,0,14,14,FRVTTR02H14E057,56,1959,9,1500,building,,residential,149
3099,Secondo,Sartori,E056,505322914,,1986-08-16 21:17:17.148239,SCND,SRTR,86,M,40,16,56,SRTRSCND86M56E056,59,1918,3,1500,building,,roof,65
3100,Vittoria,Damico,E058,505322916,,2001-07-07 21:17:17.148239,VTTR,DMC,01,L,0,7,7,DMCVTTR01L7E058,81,1996,8,1500,building,,,197
3101,Sergio,Villa,E060,505322917,,1973-10-04 21:17:17.148239,SRG,VLL,73,R,0,4,4,VLLSRG73R4E060,72,2009,1,1500,building,,garages,64
3102,Vittoria,Coppola,E061,505322920,,1987-05-03 21:17:17.148239,VTTR,CPPL,87,E,0,3,3,CPPLVTTR87E3E061,91,1960,1,1500,building,,garages,108
3103,Silvano,Farina,E062,505322922,,1967-11-12 21:17:17.148239,SLVN,FRN,67,S,0,12,12,FRNSLVN67S12E062,81,2001,4,1500,building,,,294
3104,Vittoria,Lombardo,E063,505322923,,1978-07-02 21:17:17.148239,VTTR,LMBRD,78,L,0,2,2,LMBRDVTTR78L2E063,21,1982,3,1500,building,,,466
3105,Silverio,Mariani,E064,505322925,,1997-03-27 21:17:17.148239,SLVR,MRN,97,C,0,27,27,MRNSLVR97C27E064,11,1986,8,1500,building,,,147
3106,Vittoria,Ferri,E065,505322927,,2001-05-22 21:17:17.148239,VTTR,FRR,01,E,0,22,22,FRRVTTR01E22E065,97,1929,2,1500,building,,,119
3107,Siro,Monti,E066,505322928,,1995-05-13 21:17:17.148239,SR,MNT,95,E,0,13,13,MNTSR95E13E066,18,2000,1,1500,building,,,145
3108,Vittoria,Neri,E067,505322930,,1991-05-08 21:17:17.148239,VTTR,NR,91,E,0,8,8,NRVTTR91E8E067,17,1924,5,1500,building,,house,99
3109,Stefano,Pellegrini,E068,505322932,,1993-07-24 21:17:17.148239,STFN,PLLGRN,93,L,0,24,24,PLLGRNSTFN93L24E068,31,2004,8,1500,building,,residential,139
3110,Vittoria,Basile,E069,505322934,,1998-06-15 21:17:17.148239,VTTR,BSL,98,H,40,15,55,BSLVTTR98H55E069,24,1979,1,1500,building,,,129
3111,Taddeo,Rossetti,E071,505322935,,1965-02-05 21:17:17.148239,TDD,RSSTT,65,B,0,5,5,RSSTTTDD65B5E071,93,1914,2,1500,building,,,76
3112,Vittoria,Graziani,E072,505322937,,1978-03-15 21:17:17.148239,VTTR,GRZN,78,C,0,15,15,GRZNVTTR78C15E072,74,1955,2,1500,building,,apartments,438
3113,Terenzio,Palmieri,E074,505322939,,1990-10-13 21:17:17.148239,TRNZ,PLMR,90,R,40,13,53,PLMRTRNZ90R53E074,22,1934,1,1500,building,,apartments,203
3114,Vittoria,Donati,E078,505322941,,1964-01-16 21:17:17.148239,VTTR,DNT,64,A,0,16,16,DNTVTTR64A16E078,26,1990,7,1500,building,,,731
3115,Tiberio,Martino,E079,505322943,,1967-11-29 21:17:17.148239,TBR,MRTN,67,S,40,29,69,MRTNTBR67S69E079,58,1948,3,1500,building,,,374
