,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors
3488,Vittoria,Fiore,E555,552906612,,2002-02-03 21:17:17.161291,VTTR,FR,02,B,0,3,3,FRVTTR02B3E555,91,2010,9
3489,Zaccheo,Sartori,E557,552906613,,1982-07-18 21:17:17.161291,ZCCH,SRTR,82,L,40,18,58,SRTRZCCH82L58E557,85,1917,5
3490,Vittoria,Damico,E558,552906614,,2003-04-21 21:17:17.161291,VTTR,DMC,03,D,0,21,21,DMCVTTR03D21E558,97,1975,9
3491,Zaccaria,Villa,E559,552906615,,1968-12-17 21:17:17.161291,ZCCR,VLL,68,T,0,17,17,VLLZCCR68T17E559,28,1928,9
3492,Vittoria,Coppola,E560,552906616,,1979-05-27 21:17:17.161291,VTTR,CPPL,79,E,40,27,67,CPPLVTTR79E67E560,37,1968,1
3493,Nicoletta,Farina,E562,552908504,,1997-05-03 21:17:17.161291,NCLTT,FRN,97,E,0,3,3,FRNNCLTT97E3E562,97,1959,9
3494,Gregorio,Lombardo,E563,552908505,,1994-07-15 21:17:17.161291,GRGR,LMBRD,94,L,40,15,55,LMBRDGRGR94L55E563,89,1952,1
3495,Nunzia,De Santis,E564,552908506,,1994-03-11 21:17:17.161291,NNZ,DSNTS,94,C,0,11,11,DSNTSNNZ94C11E564,82,1963,1
3496,Italo,Bernardi,E565,552908507,,1975-05-30 21:17:17.161291,TL,BRNRD,75,E,0,30,30,BRNRDTL75E30E565,75,1987,3
3497,Oriana,Fiore,E566,552908508,,1968-04-09 21:17:17.161291,RN,FR,68,D,0,9,9,FRRN68D9E566,35,1907,2
3498,Ivano,Mancini,E569,552908509,,1986-03-29 21:17:17.161291,VN,MNCN,86,C,0,29,29,MNCNVN86C29E569,5,1919,7
3499,Patrizia,Rizzo,E570,552908510,,1995-08-12 21:17:17.161291,PTRZ,RZZ,95,M,40,12,52,RZZPTRZ95M52E570,13,1906,7
3500,Jacopo,Mariani,E571,552908511,,2001-08-16 21:17:17.161291,JCP,MRN,01,M,40,16,56,MRNJCP01M56E571,96,1972,5
3501,Piera,Carbone,E573,552908514,,1966-01-05 21:17:17.161291,PR,CRBN,66,A,0,5,5,CRBNPR66A5E573,56,1951,9
3502,Lazzaro,Ruggiero,E574,552908515,,1972-05-31 21:17:17.161291,LZZR,RGGR,72,E,0,31,31,RGGRLZZR72E31E574,26,1954,1
3503,Pierina,Sorrentino,E576,552908516,,1998-12-26 21:17:17.161291,PRN,SRRNTN,98,T,0,26,26,SRRNTNPRN98T26E576,61,1904,6
3504,Leandro,Ferro,E578,552908517,,2001-04-15 21:17:17.161291,LNDR,FRR,01,D,40,15,55,FRRLNDR01D55E578,18,1949,3
3505,Raffaella,Fabbri,E581,552908519,,1966-08-31 21:17:17.161291,RFFLL,FBBR,66,M,0,31,31,FBBRRFFLL66M31E581,28,1934,8
3506,Liberato,Rossi,E583,552908520,,1979-01-20 21:17:17.161291,LBRT,RSS,79,A,0,20,20,RSSLBRT79A20E583,54,1938,6
3507,Romina,Russo,E584,552908521,,1986-12-10 21:17:17.161291,RMN,RSS,86,T,40,10,50,RSSRMN86T50E584,14,1906,8
3508,Lorenzo,Ferrari,E587,552908522,,1975-05-20 21:17:17.161291,LRNZ,FRRR,75,E,40,20,60,FRRRLRNZ75E60E587,42,1966,3
3509,Rosalba,Esposito,E588,552908523,,1968-04-11 21:17:17.161291,RSLB,SPST,68,D,40,11,51,SPSTRSLB68D51E588,94,1905,2
3510,Luciano,Bianchi,E589,552908524,,1994-09-24 21:17:17.161291,LCN,BNCH,94,P,0,24,24,BNCHLCN94P24E589,70,1938,4
3511,Rosalia,Romano,E590,554547205,,1973-01-30 21:17:17.161291,RSL,RMN,73,A,0,30,30,RMNRSL73A30E590,63,1960,7
3512,Luigi,Colombo,E591,554547206,,1969-03-25 21:17:17.161291,LG,CLMB,69,C,40,25,65,CLMBLG69C65E591,91,1903,3
3513,Rossana,Ricci,E592,554549102,,1968-08-16 21:17:17.161291,RSSN,RCC,68,M,40,16,56,RCCRSSN68M56E592,43,2003,6
3514,Marco,Marino,E593,554549103,,1995-08-15 21:17:17.161291,MRC,MRN,95,M,0,15,15,MRNMRC95M15E593,43,1984,6
3515,Rossella,Greco,E594,554549104,,1964-04-11 21:17:17.161291,RSSLL,GRC,64,D,0,11,11,GRCRSSLL64D11E594,54,2013,6
3516,Mariano,Bruno,E597,554549105,,1973-07-02 21:17:17.161291,MRN,BRN,73,L,0,2,2,BRNMRN73L2E597,63,1903,9
3517,Rosalinda,Gallo,E596,554549106,,1971-12-19 21:17:17.161291,RSLND,GLL,71,T,0,19,19,GLLRSLND71T19E596,53,2013,2
3518,Marino,Conti,E599,554549107,,1976-05-11 21:17:17.161291,MRN,CNT,76,E,40,11,51,CNTMRN76E51E599,77,1995,7
3519,Sabrina,De Luca,E600,554549108,,1998-07-16 21:17:17.161291,SBRN,DLC,98,L,40,16,56,DLCSBRN98L56E600,83,1972,3
3520,Mario,Costa,E602,554549109,,1983-02-03 21:17:17.161291,MR,CST,83,B,0,3,3,CSTMR83B3E602,66,1994,5
3521,Serena,Mancini,E605,554549110,,1974-09-05 21:17:17.161291,SRN,MNCN,74,P,0,5,5,MNCNSRN74P5E605,13,1941,7
3522,Marzio,Rizzo,E606,554549113,,1991-07-08 21:17:17.161291,MRZ,RZZ,91,L,0,8,8,RZZMRZ91L8E606,1,2012,6
3523,Silvana,Lombardi,E607,554549114,,1981-07-17 21:17:17.161291,SLVN,LMBRD,81,L,40,17,57,LMBRDSLVN81L57E607,56,1988,8
3524,Massimiliano,Moretti,E608,554549115,,1998-08-20 21:17:17.161291,MSSMLN,MRTT,98,M,40,20,60,MRTTMSSMLN98M60E608,13,1970,1
3525,Silvia,Barbieri,E610,554549117,,1988-07-03 21:17:17.161291,SLV,BRBR,88,L,0,3,3,BRBRSLV88L3E610,14,2003,8
3526,Maurizio,Fontana,E611,554549118,,1986-05-20 21:17:17.161291,MRZ,FNTN,86,E,40,20,60,FNTNMRZ86E60E611,93,1921,4
3527,Simona,Santoro,E613,554549119,,1988-08-11 21:17:17.161291,SMN,SNTR,88,M,0,11,11,SNTRSMN88M11E613,29,2014,8
3528,Michele,Mariani,E615,554549120,,2003-07-29 21:17:17.161291,MCHL,MRN,03,L,40,29,69,MRNMCHL03L69E615,33,2016,6
3529,Stefania,Rinaldi,E617,554549121,,1992-12-05 21:17:17.161291,STFN,RNLD,92,T,0,5,5,RNLDSTFN92T5E617,82,1972,7
3530,Nazzareno,Caruso,E620,554549122,,1992-09-11 21:17:17.161291,NZZRN,CRS,92,P,40,11,51,CRSNZZRN92P51E620,33,1999,7
3531,Stefania,Ferrara,E621,554549123,,1967-12-12 21:17:17.161291,STFN,FRRR,67,T,40,12,52,FRRRSTFN67T52E621,49,1997,3
3532,Nazario,Galli,E622,554549124,,1985-04-05 21:17:17.161291,NZR,GLL,85,D,40,5,45,GLLNZR85D45E622,28,1901,2
3533,Susanna,Martini,E624,554549126,,2002-12-28 21:17:17.161291,SSNN,MRTN,02,T,0,28,28,MRTNSSNN02T28E624,71,1926,2
3534,Nicola,Leone,E623,554549127,,1980-09-27 21:17:17.161291,NCL,LN,80,P,40,27,67,LNNCL80P67E623,34,1954,6
3535,Teresa,Gatti,E625,554549129,,1976-08-01 21:17:17.161291,TRS,GTT,76,M,0,1,1,GTTTRS76M1E625,22,1976,1
3536,Orazio,Bianco,E626,554549130,,1991-10-14 21:17:17.161291,RZ,BNC,91,R,40,14,54,BNCRZ91R54E626,31,1950,2
3537,Tiziana,Fabbri,E627,554549131,,1991-01-27 21:17:17.161291,TZN,FBBR,91,A,0,27,27,FBBRTZN91A27E627,80,1954,2
3538,Ottavio,Sartori,E629,554549132,,1966-09-02 21:17:17.161291,TTV,SRTR,66,P,40,2,42,SRTRTTV66P42E629,76,1958,9
3539,Valentina,Monti,E630,554549133,,1984-02-25 21:17:17.161291,VLNTN,MNT,84,B,0,25,25,MNTVLNTN84B25E630,20,1965,5
3540,Pasquale,Villa,A771,554549134,,1981-07-05 21:17:17.161291,PSQL,VLL,81,L,40,5,45,VLLPSQL81L45A771,56,1994,9
3541,Valeria,Amato,E632,554549136,,1989-01-07 21:17:17.161291,VLR,MT,89,A,0,7,7,MTVLR89A7E632,7,1938,2
3542,Patrizio,Marini,E633,554549137,,1994-11-11 21:17:17.161291,PTRZ,MRN,94,S,0,11,11,MRNPTRZ94S11E633,14,1946,1
3543,Vanessa,De Santis,E635,554549138,,1975-05-31 21:17:17.161291,VNSS,DSNTS,75,E,40,31,71,DSNTSVNSS75E71E635,74,1933,6
3544,Pietro,Palumbo,E639,554549139,,2000-08-08 21:17:17.161291,PTR,PLMB,00,M,40,8,48,PLMBPTR00M48E639,94,2015,7
3545,Vera,Bernardi,E638,554549140,,1972-08-19 21:17:17.161291,VR,BRNRD,72,M,0,19,19,BRNRDVR72M19E638,69,1947,9
3546,Pompeo,Fiore,E640,556347526,,1964-01-05 21:17:17.161291,PMP,FR,64,A,0,5,5,FRPMP64A5E640,24,1983,3
3547,Vittoria,Farina,E644,556347527,,1999-03-01 21:17:17.161291,VTTR,FRN,99,C,40,1,41,FRNVTTR99C41E644,13,1990,5
3548,Primo,Ferri,E645,556347528,,1976-06-05 21:17:17.161291,PRM,FRR,76,H,40,5,45,FRRPRM76H45E645,11,1977,9
3549,Vittoria,Pellegrini,D976,556347529,,2002-03-20 21:17:17.161291,VTTR,PLLGRN,02,C,0,20,20,PLLGRNVTTR02C20D976,23,1987,4
3550,Prospero,Damico,E646,556347530,,1969-02-11 21:17:17.161291,PRSPR,DMC,69,B,0,11,11,DMCPRSPR69B11E646,97,1996,2
3551,Vittoria,Basile,E647,556347531,,1996-05-10 21:17:17.161291,VTTR,BSL,96,E,40,10,50,BSLVTTR96E50E647,50,1900,6
3552,Raffaele,Rossetti,E648,556347532,,1985-09-10 21:17:17.161291,RFFL,RSSTT,85,P,0,10,10,RSSTTRFFL85P10E648,81,1932,2
3553,Vittoria,Graziani,E651,556347533,,1987-12-14 21:17:17.161291,VTTR,GRZN,87,T,40,14,54,GRZNVTTR87T54E651,23,2005,6
3554,Raimondo,Palmieri,E649,556347534,,1971-03-21 21:17:17.161291,RMND,PLMR,71,C,0,21,21,PLMRRMND71C21E649,75,1923,5
3555,Vittoria,Donati,E652,556347535,,1995-04-01 21:17:17.161291,VTTR,DNT,95,D,0,1,1,DNTVTTR95D1E652,88,1926,9
3556,Raniero,Battaglia,E654,556347536,,1996-05-07 21:17:17.161291,RNR,BTTGL,96,E,40,7,47,BTTGLRNR96E47E654,90,1979,9
3557,Vittoria,Martino,E655,556347537,,1981-12-13 21:17:17.161291,VTTR,MRTN,81,T,40,13,53,MRTNVTTR81T53E655,41,1931,5
3558,Remigio,Rizzi,M275,556347538,,1965-01-29 21:17:17.161291,RMG,RZZ,65,A,40,29,69,RZZRMG65A69M275,90,2016,8
3559,Vittoria,Neri,E656,556347539,,1982-07-28 21:17:17.161291,VTTR,NR,82,L,0,28,28,NRVTTR82L28E656,38,1966,2
3560,Renato,Vitale,E659,556347540,,1986-05-29 21:17:17.161291,RNT,VTL,86,E,40,29,69,VTLRNT86E69E659,21,1981,6
3561,Vittoria,De Angelis,E660,556347541,,1992-06-05 21:17:17.161291,VTTR,DNGLS,92,H,40,5,45,DNGLSVTTR92H45E660,30,2014,2
3562,Riccardo,Serra,E661,556347542,,1964-09-02 21:17:17.161291,RCCRD,SRR,64,P,40,2,42,SRRRCCRD64P42E661,81,1987,1
3563,Vittoria,Coppola,E662,556347543,,1977-09-11 21:17:17.161291,VTTR,CPPL,77,P,0,11,11,CPPLVTTR77P11E662,59,1943,4
3564,Roberto,Testa,E664,556347544,,1991-10-29 21:17:17.161291,RBRT,TST,91,R,0,29,29,TSTRBRT91R29E664,3,1902,3
3565,Vittoria,Piazza,E665,556347545,,2003-07-08 21:17:17.161291,VTTR,PZZ,03,L,40,8,48,PZZVTTR03L48E665,92,1950,3
3566,Rocco,Ferraro,E666,556347546,,1991-09-24 21:17:17.161291,RCC,FRRR,91,P,0,24,24,FRRRRCC91P24E666,56,1904,6
3567,Vittoria,Valentini,M312,556347547,,1983-08-20 21:17:17.161291,VTTR,VLNTN,83,M,40,20,60,VLNTNVTTR83M60M312,25,1901,7
3568,Rodolfo,Bianchini,E668,556347548,,2002-10-25 21:17:17.161291,RDLF,BNCHN,02,R,0,25,25,BNCHNRDLF02R25E668,93,1904,9
3569,Vittoria,Benedetti,E669,556347549,,1998-06-03 21:17:17.161291,VTTR,BNDTT,98,H,0,3,3,BNDTTVTTR98H3E669,68,1906,9
3570,Rocco,Parisi,E671,556347550,,1986-03-03 21:17:17.161291,RCC,PRS,86,C,0,3,3,PRSRCC86C3E671,41,1920,2
3571,Vittoria,Sacco,M342,556347551,,1969-03-31 21:17:17.161291,VTTR,SCC,69,C,40,31,71,SCCVTTR69C71M342,81,1965,1
3572,Rolando,De Rosa,E673,556347552,,1964-04-22 21:17:17.161291,RLND,DRS,64,D,0,22,22,DRSRLND64D22E673,10,1985,1
3573,Vittoria,Ferretti,E674,556347553,,1992-10-25 21:17:17.161291,VTTR,FRRTT,92,R,0,25,25,FRRTTVTTR92R25E674,47,1950,5
3574,Romano,Morelli,E675,556460790,,1996-11-07 21:17:17.161291,RMN,MRLL,96,S,0,7,7,MRLLRMN96S7E675,69,1972,8
3575,Vittoria,Russo,E677,556460791,,1996-04-22 21:17:17.161291,VTTR,RSS,96,D,40,22,62,RSSVTTR96D62E677,58,1984,6
3576,Romeo,Contini,E678,556460792,,1966-02-07 21:17:17.161291,RM,CNTN,66,B,0,7,7,CNTNRM66B7E678,71,1938,8
3577,Vittoria,Mazzoli,E679,556460793,,1969-09-12 21:17:17.161291,VTTR,MZZL,69,P,40,12,52,MZZLVTTR69P52E679,12,2001,1
3578,Romualdo,Colombo,E681,556460794,,2001-07-13 21:17:17.161291,RMLD,CLMB,01,L,40,13,53,CLMBRMLD01L53E681,5,1903,2
3579,Vittoria,Mancini,E682,556460795,,1969-12-14 21:17:17.161291,VTTR,MNCN,69,T,40,14,54,MNCNVTTR69T54E682,67,1942,3
3580,Rosario,Rosati,E683,556460796,,1986-08-05 21:17:17.161291,RSR,RST,86,M,0,5,5,RSTRSR86M5E683,79,1927,4
3581,Vittoria,De Luca,E684,556460797,,1987-03-26 21:17:17.161291,VTTR,DLC,87,C,0,26,26,DLCVTTR87C26E684,22,2012,9
3582,Ruggero,Costa,E685,556460798,,1985-05-28 21:17:17.161291,RGGR,CST,85,E,40,28,68,CSTRGGR85E68E685,100,1987,1
3583,Vittoria,Gallo,E687,556460799,,1976-04-02 21:17:17.161291,VTTR,GLL,76,D,0,2,2,GLLVTTR76D2E687,62,1918,4
3584,Salvatore,Santoro,E689,556460800,,1994-04-02 21:17:17.161291,SLVTR,SNTR,94,D,40,2,42,SNTRSLVTR94D42E689,32,1950,7
3585,Vittoria,Caputo,E690,556460801,,1981-09-23 21:17:17.161291,VTTR,CPT,81,P,40,23,63,CPTVTTR81P63E690,92,1968,5
3586,Samuele,D'Angelo,E691,556460804,,1993-01-18 21:17:17.161291,SML,DNGL,93,A,40,18,58,DNGLSML93A58E691,63,1942,8
3587,Vittoria,Benedetto,E692,556460806,,1968-07-26 21:17:17.161291,VTTR,BNDTT,68,L,0,26,26,BNDTTVTTR68L26E692,77,1914,1
3588,Sandro,Marchetti,E693,556460808,,1996-10-01 21:17:17.161291,SNDR,MRCHTT,96,R,0,1,1,MRCHTTSNDR96R1E693,89,1936,8
3589,Vittoria,D'Amico,E694,556460810,,2003-08-24 21:17:17.161291,VTTR,DMC,03,M,40,24,64,DMCVTTR03M64E694,5,1916,1
3590,Santino,Moretti,E695,556460812,,2005-03-12 21:17:17.161291,SNTN,MRTT,05,C,0,12,12,MRTTSNTN05C12E695,85,1955,8
3591,Vittoria,Silvestri,E698,556460813,,1984-11-22 21:17:17.161291,VTTR,SLVSTR,84,S,0,22,22,SLVSTRVTTR84S22E698,39,1956,1
3592,Santo,Rinaldi,E700,556460815,,1974-09-03 21:17:17.161291,SNT,RNLD,74,P,40,3,43,RNLDSNT74P43E700,2,1941,7
3593,Vittoria,Montanari,E704,556460817,,1976-04-14 21:17:17.161291,VTTR,MNTNR,76,D,40,14,54,MNTNRVTTR76D54E704,58,1947,9
3594,Sebastiano,Caruso,E705,556460821,,1970-01-12 21:17:17.161291,SBSTN,CRS,70,A,0,12,12,CRSSBSTN70A12E705,16,1946,5
3595,Vittoria,Gatti,E706,556460823,,2004-01-02 21:17:17.161291,VTTR,GTT,04,A,40,2,42,GTTVTTR04A42E706,38,1988,2
3596,Secondo,Battaglia,E707,556460826,,1976-09-09 21:17:17.161291,SCND,BTTGL,76,P,40,9,49,BTTGLSCND76P49E707,27,1982,3
3597,Vittoria,Silvestri,E709,556460841,,1975-10-10 21:17:17.161291,VTTR,SLVSTR,75,R,40,10,50,SLVSTRVTTR75R50E709,94,1978,5
3598,Sergio,Palumbo,E708,556460843,,1978-06-14 21:17:17.161291,SRG,PLMB,78,H,0,14,14,PLMBSRG78H14E708,8,1946,3
3599,Vittoria,Fiore,E711,556460845,,1976-09-23 21:17:17.161291,VTTR,FR,76,P,0,23,23,FRVTTR76P23E711,97,1996,1
3600,Silvano,Sartori,M420,556460847,,1968-10-24 21:17:17.161291,SLVN,SRTR,68,R,0,24,24,SRTRSLVN68R24M420,81,1951,5
3601,Vittoria,Damico,E713,556460851,,1993-09-30 21:17:17.161291,VTTR,DMC,93,P,40,30,70,DMCVTTR93P70E713,13,1911,8
3602,Silverio,Villa,E715,556460856,,1969-10-22 21:17:17.161291,SLVR,VLL,69,R,0,22,22,VLLSLVR69R22E715,29,1920,7
3603,Vittoria,Coppola,E714,556460859,,1964-02-27 21:17:17.161291,VTTR,CPPL,64,B,0,27,27,CPPLVTTR64B27E714,44,1914,2
3604,Siro,Farina,E716,556460862,,1994-10-13 21:17:17.161291,SR,FRN,94,R,0,13,13,FRNSR94R13E716,66,1978,2
3605,Vittoria,Lombardo,E718,556460864,,2002-04-20 21:17:17.161291,VTTR,LMBRD,02,D,0,20,20,LMBRDVTTR02D20E718,23,1931,6
3606,Stefano,Mariani,E719,556460866,,1970-11-07 21:17:17.161291,STFN,MRN,70,S,40,7,47,MRNSTFN70S47E719,39,2015,2
3607,Vittoria,Ferri,E722,556460869,,1982-08-16 21:17:17.161291,VTTR,FRR,82,M,0,16,16,FRRVTTR82M16E722,68,1970,2
3608,Taddeo,Monti,E723,556460889,,2004-10-02 21:17:17.161291,TDD,MNT,04,R,0,2,2,MNTTDD04R2E723,57,2002,7
3609,Vittoria,Neri,E724,558338842,,1971-01-17 21:17:17.161291,VTTR,NR,71,A,40,17,57,NRVTTR71A57E724,71,1967,2
3610,Terenzio,Pellegrini,E726,558338844,,1969-02-11 21:17:17.161291,TRNZ,PLLGRN,69,B,0,11,11,PLLGRNTRNZ69B11E726,95,1932,6
3611,Vittoria,Basile,E729,558338846,,1998-07-13 21:17:17.161291,VTTR,BSL,98,L,0,13,13,BSLVTTR98L13E729,17,1940,7
3612,Tiberio,Rossetti,E730,558338847,,1992-04-24 21:17:17.161291,TBR,RSSTT,92,D,40,24,64,RSSTTTBR92D64E730,32,1966,4
3613,Vittoria,Graziani,E731,558338848,,1982-06-25 21:17:17.161291,VTTR,GRZN,82,H,0,25,25,GRZNVTTR82H25E731,65,1953,6
3614,Tiburzio,Palmieri,E734,558338851,,1987-12-13 21:17:17.161291,TBRZ,PLMR,87,T,40,13,53,PLMRTBRZ87T53E734,97,1951,2
3615,Vittoria,Donati,E735,558338853,,2003-10-24 21:17:17.161291,VTTR,DNT,03,R,0,24,24,DNTVTTR03R24E735,97,1985,9
3616,Timoteo,Martino,E736,558338855,,1981-10-28 21:17:17.161291,TMT,MRTN,81,R,40,28,68,MRTNTMT81R68E736,43,2014,5
3617,Vittoria,Rizzi,E737,558338858,,1979-03-16 21:17:17.161291,VTTR,RZZ,79,C,40,16,56,RZZVTTR79C56E737,83,1939,3
3618,Tito,Vitale,E738,558338860,,2003-11-28 21:17:17.161291,TT,VTL,03,S,40,28,68,VTLTT03S68E738,83,2000,1
3619,Vittoria,De Angelis,E742,558338862,,1990-09-09 21:17:17.161291,VTTR,DNGLS,90,P,40,9,49,DNGLSVTTR90P49E742,74,2001,2
3620,Tommaso,Serra,E743,558338864,,1974-05-16 21:17:17.161291,TMMS,SRR,74,E,40,16,56,SRRTMMS74E56E743,34,1977,3
3621,Vittoria,Testa,B387,558338866,,2004-02-14 21:17:17.161291,VTTR,TST,04,B,40,14,54,TSTVTTR04B54B387,37,1960,2
3622,Tonino,Piazza,E745,558338869,,2003-11-25 21:17:17.161291,TNN,PZZ,03,S,40,25,65,PZZTNN03S65E745,16,1999,4
3623,Vittoria,Ferraro,G143,558338871,,1974-05-21 21:17:17.161291,VTTR,FRRR,74,E,40,21,61,FRRRVTTR74E61G143,87,2015,3
3624,Ubaldo,Valentini,E746,558338872,,1969-08-07 21:17:17.161291,BLD,VLNTN,69,M,40,7,47,VLNTNBLD69M47E746,55,1908,2
3625,Vittoria,Bianchini,E747,558338874,,1982-09-20 21:17:17.161291,VTTR,BNCHN,82,P,0,20,20,BNCHNVTTR82P20E747,59,1980,5
3626,Uberto,Benedetti,E748,558338875,,1973-12-08 21:17:17.161291,BRT,BNDTT,73,T,0,8,8,BNDTTBRT73T8E748,70,1974,5
3627,Vittoria,Parisi,E749,558338877,,1969-02-15 21:17:17.161291,VTTR,PRS,69,B,0,15,15,PRSVTTR69B15E749,22,1931,3
3628,Ugo,Sacco,E750,558338878,,1980-06-06 21:17:17.161291,G,SCC,80,H,0,6,6,SCCG80H6E750,47,1970,2
3629,Vittoria,De Rosa,E751,558338884,,1965-08-26 21:17:17.161291,VTTR,DRS,65,M,0,26,26,DRSVTTR65M26E751,1,1964,8
3630,Ulisse,Ferretti,E752,558338885,,1990-08-16 21:17:17.161291,LSS,FRRTT,90,M,0,16,16,FRRTTLSS90M16E752,90,1946,4
3631,Vittoria,Morelli,E753,558338887,,2001-06-20 21:17:17.161291,VTTR,MRLL,01,H,0,20,20,MRLLVTTR01H20E753,73,1944,5
3632,Urbano,Lombardi,E754,558338892,,2005-07-22 21:17:17.161291,RBN,LMBRD,05,L,40,22,62,LMBRDRBN05L62E754,20,1903,5
3633,Vittoria,Russo,E757,558338893,,1996-03-01 21:17:17.161291,VTTR,RSS,96,C,40,1,41,RSSVTTR96C41E757,29,1946,7
3634,Valentino,Contini,E758,558338895,,1978-11-22 21:17:17.161291,VLNTN,CNTN,78,S,40,22,62,CNTNVLNTN78S62E758,4,1953,3
3635,Vittoria,Mazzoli,E759,558338896,,1971-08-22 21:17:17.161291,VTTR,MZZL,71,M,0,22,22,MZZLVTTR71M22E759,19,2014,7
3636,Valerio,Rosati,E760,558338898,,1983-05-30 21:17:17.161291,VLR,RST,83,E,0,30,30,RSTVLR83E30E760,61,1962,5
3637,Vittoria,De Luca,E761,558338900,,1963-12-22 21:17:17.161291,VTTR,DLC,63,T,0,22,22,DLCVTTR63T22E761,74,1955,6
3638,Vanni,Costa,M427,560383260,,1981-05-14 21:17:17.161291,VNN,CST,81,E,0,14,14,CSTVNN81E14M427,6,1909,2
3639,Vittoria,Gallo,E763,560383261,,2000-10-28 21:17:17.161291,VTTR,GLL,00,R,0,28,28,GLLVTTR00R28E763,10,1991,8
3640,Vincenzo,Santoro,E764,560383262,,1995-07-14 21:17:17.161291,VNCNZ,SNTR,95,L,40,14,54,SNTRVNCNZ95L54E764,61,1976,8
3641,Vittoria,Caputo,E767,560383263,,1967-09-11 21:17:17.161291,VTTR,CPT,67,P,0,11,11,CPTVTTR67P11E767,21,2017,7
3642,Vitale,D'Angelo,E769,560383264,,1978-03-01 21:17:17.161291,VTL,DNGL,78,C,0,1,1,DNGLVTL78C1E769,6,1915,8
3643,Vittoria,Benedetto,E770,560383265,,1977-06-29 21:17:17.161291,VTTR,BNDTT,77,H,0,29,29,BNDTTVTTR77H29E770,36,1917,7
3644,Vittorio,Marchetti,E772,560383267,,1977-04-10 21:17:17.161291,VTTR,MRCHTT,77,D,0,10,10,MRCHTTVTTR77D10E772,39,1919,1
3645,Vittoria,D'Amico,E773,560383268,,1983-02-09 21:17:17.161291,VTTR,DMC,83,B,40,9,49,DMCVTTR83B49E773,56,2016,9
3646,Vittore,Moretti,M339,560383269,,1993-08-11 21:17:17.161291,VTTR,MRTT,93,M,40,11,51,MRTTVTTR93M51M339,7,2000,1
3647,Vittoria,Silvestri,E777,560383270,,1982-11-21 21:17:17.161291,VTTR,SLVSTR,82,S,0,21,21,SLVSTRVTTR82S21E777,73,1972,6
3648,Zaccheo,Rinaldi,E778,560383271,,1986-04-22 21:17:17.161291,ZCCH,RNLD,86,D,0,22,22,RNLDZCCH86D22E778,54,2009,4
3649,Vittoria,Montanari,E780,560383272,,1969-04-01 21:17:17.161291,VTTR,MNTNR,69,D,40,1,41,MNTNRVTTR69D41E780,91,1901,1
3650,Zaccaria,Caruso,E779,560383274,,1968-10-06 21:17:17.161291,ZCCR,CRS,68,R,40,6,46,CRSZCCR68R46E779,90,1971,5
3651,Vittoria,Gatti,E782,560383275,,1998-06-10 21:17:17.161291,VTTR,GTT,98,H,0,10,10,GTTVTTR98H10E782,1,2010,6
3652,Zeno,Battaglia,E783,560383276,,1981-10-13 21:17:17.161291,ZN,BTTGL,81,R,0,13,13,BTTGLZN81R13E783,36,1927,3
3653,Vittoria,Silvestri,E784,560383277,,1968-11-09 21:17:17.161291,VTTR,SLVSTR,68,S,40,9,49,SLVSTRVTTR68S49E784,93,2009,1
3654,Alessio,Palumbo,E785,560383278,,1966-07-08 21:17:17.161291,LSS,PLMB,66,L,40,8,48,PLMBLSS66L48E785,64,1993,8
3655,Vittoria,Fiore,E786,560383279,,1970-04-27 21:17:17.161291,VTTR,FR,70,D,40,27,67,FRVTTR70D67E786,17,1908,6
3656,Christian,Sartori,E787,560383280,,2005-02-26 21:17:17.161291,CHRSTN,SRTR,05,B,40,26,66,SRTRCHRSTN05B66E787,1,1955,5
3657,Vittoria,Damico,E788,560383281,,2002-11-17 21:17:17.161291,VTTR,DMC,02,S,0,17,17,DMCVTTR02S17E788,36,1976,9
3658,Fabio,Villa,E789,560383282,,2003-04-21 21:17:17.161291,FB,VLL,03,D,0,21,21,VLLFB03D21E789,70,1954,6
3659,Vittoria,Coppola,E790,560383283,,2000-08-24 21:17:17.161291,VTTR,CPPL,00,M,40,24,64,CPPLVTTR00M64E790,54,1972,3
3660,Federico,Farina,E791,560383284,,1995-06-09 21:17:17.161291,FDRC,FRN,95,H,40,9,49,FRNFDRC95H49E791,62,1984,5
3661,Vittoria,Lombardo,E342,560383285,,1991-01-16 21:17:17.161291,VTTR,LMBRD,91,A,0,16,16,LMBRDVTTR91A16E342,45,1922,6
3662,Filippo,De Santis,E793,560383286,,1987-03-17 21:17:17.161291,FLPP,DSNTS,87,C,40,17,57,DSNTSFLPP87C57E793,91,2014,7
3663,Vittoria,Bernardi,E794,560383287,,1977-07-13 21:17:17.161291,VTTR,BRNRD,77,L,0,13,13,BRNRDVTTR77L13E794,26,1998,2
3664,Giacomo,Fiore,E795,560383288,,1976-02-16 21:17:17.161291,GCM,FR,76,B,0,16,16,FRGCM76B16E795,27,1905,8
3665,Vittoria,Mancini,M357,560383289,,1973-06-25 21:17:17.161291,VTTR,MNCN,73,H,0,25,25,MNCNVTTR73H25M357,100,1963,9
3666,Giammaria,Rizzo,E798,560383290,,1975-10-05 21:17:17.161291,GMMR,RZZ,75,R,40,5,45,RZZGMMR75R45E798,99,1941,6
